mode,variant,scope,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,n_seeds
retrained-wf2 float32,clean,full,0.9988290398126465,0.0,0.984375,0.0,1.0,0.0,0.9921259842519685,0.0,0.9915293898687276,0.0,5
retrained-wf2 int8,clean,full,0.9929742388758782,0.0,0.9130434782608695,0.0,1.0,0.0,0.9545454545454547,0.0,0.9519021680778866,0.0,5
retrained-wf2 float32,noise_snr30db,full,0.993208430913349,0.0005236693155737291,0.9157289002557544,0.006004786128835808,1.0,0.0,0.9560027758501042,0.00325866950225507,0.9534190260955657,0.00339179763974602,5
retrained-wf2 int8,noise_snr30db,full,0.9929742388758782,0.0,0.9130434782608695,0.0,1.0,0.0,0.9545454545454547,0.0,0.9519021680778866,0.0,5
retrained-wf2 float32,noise_snr20db,full,0.9943793911007026,0.0009796955814216286,0.9293163339313661,0.011426051808808605,1.0,0.0,0.9633342230288795,0.006150080218714453,0.9610690119414906,0.00642414375931592,5
retrained-wf2 int8,noise_snr20db,full,0.9941451990632318,0.0016559877779544457,0.92679487935815,0.019491956620788082,1.0,0.0,0.9619222637827288,0.010444562880358603,0.9596190837426073,0.010931442084763486,5
retrained-wf2 float32,noise_snr10db,full,0.997423887587822,0.0009796955814216446,0.9811507936507937,0.013043843047921309,0.984126984126984,0.0,0.9826019747531559,0.0065278458423387855,0.9812324798182223,0.007053875303134482,5
retrained-wf2 int8,noise_snr10db,full,0.9976580796252927,0.000827993888977236,0.9842261904761905,0.011049378537364866,0.984126984126984,0.0,0.9841517810273717,0.005523332139555206,0.9829018710627431,0.005971565855659586,5
retrained-wf2 float32,noise_snr5db,full,0.997423887587822,0.0009796955814216396,0.9935995903737839,0.008764589231246142,0.9714285714285713,0.013280317881493269,0.982321541593296,0.006788645923882198,0.9810442656410394,0.007247364164501835,5
retrained-wf2 int8,noise_snr5db,full,0.997423887587822,0.0009796955814216396,0.9935995903737839,0.008764589231246142,0.9714285714285713,0.013280317881493269,0.982321541593296,0.006788645923882198,0.9810442656410394,0.007247364164501835,5
retrained-wf2 float32,clean,test,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5
retrained-wf2 int8,clean,test,0.9941520467836258,0.0,0.9285714285714286,0.0,1.0,0.0,0.962962962962963,0.0,0.9605698278695733,0.0,5
retrained-wf2 float32,noise_snr30db,test,0.9941520467836258,0.0,0.9285714285714286,0.0,1.0,0.0,0.962962962962963,0.0,0.9605698278695733,0.0,5
retrained-wf2 int8,noise_snr30db,test,0.9941520467836258,0.0,0.9285714285714286,0.0,1.0,0.0,0.962962962962963,0.0,0.9605698278695733,0.0,5
retrained-wf2 float32,noise_snr20db,test,0.9953216374269005,0.0026152841842103174,0.9428571428571428,0.031943828249996996,1.0,0.0,0.9703703703703702,0.016563466499998465,0.9684558622956587,0.01763370904963033,5
retrained-wf2 int8,noise_snr20db,test,0.9941520467836258,0.0,0.9285714285714286,0.0,1.0,0.0,0.962962962962963,0.0,0.9605698278695733,0.0,5
retrained-wf2 float32,noise_snr10db,test,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5
retrained-wf2 int8,noise_snr10db,test,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5
retrained-wf2 float32,noise_snr5db,test,0.9964912280701753,0.003203055891843071,1.0,0.0,0.9538461538461538,0.04213250442347428,0.976,0.021908902300206676,0.9746457228775661,0.02314518251532373,5
retrained-wf2 int8,noise_snr5db,test,0.9964912280701753,0.003203055891843071,1.0,0.0,0.9538461538461538,0.04213250442347428,0.976,0.021908902300206676,0.9746457228775661,0.02314518251532373,5
