mode,variant,seed,scope,n,accuracy,precision,recall,f1,mcc
retrained float32,clean,42,full,854,0.9824355971896955,0.8076923076923077,1.0,0.8936170212765957,0.8901549111402427
retrained int8,clean,42,full,854,0.9648711943793911,0.6774193548387096,1.0,0.8076923076923077,0.8072961606899921
retrained float32,noise_snr30db,42,full,854,0.9625292740046838,0.6781609195402298,0.9365079365079365,0.7866666666666666,0.7787156017329674
retrained int8,noise_snr30db,42,full,854,0.9344262295081968,0.5315315315315315,0.9365079365079365,0.6781609195402298,0.6768699964836815
retrained float32,noise_snr20db,42,full,854,0.8852459016393442,0.3643410852713178,0.746031746031746,0.4895833333333333,0.46889636552901537
retrained int8,noise_snr20db,42,full,854,0.8805620608899297,0.35555555555555557,0.7619047619047619,0.48484848484848486,0.46711064281315245
retrained float32,noise_snr10db,42,full,854,0.8302107728337237,0.15254237288135594,0.2857142857142857,0.19889502762430938,0.12066259670784103
retrained int8,noise_snr10db,42,full,854,0.8243559718969555,0.16793893129770993,0.3492063492063492,0.2268041237113402,0.15334556746707095
retrained float32,noise_snr5db,42,full,854,0.8442622950819673,0.08333333333333333,0.1111111111111111,0.09523809523809523,0.012083161873866356
retrained int8,noise_snr5db,42,full,854,0.84192037470726,0.09090909090909091,0.12698412698412698,0.10596026490066225,0.0222229457283471
retrained float32,clean,42,test,171,0.9941520467836257,0.9285714285714286,1.0,0.9629629629629629,0.9605698278695733
retrained int8,clean,42,test,171,0.9824561403508771,0.8125,1.0,0.896551724137931,0.8927893283469098
retrained float32,noise_snr30db,42,test,171,0.9766081871345029,0.7647058823529411,1.0,0.8666666666666667,0.8633343730917514
retrained int8,noise_snr30db,42,test,171,0.9415204678362573,0.5652173913043478,1.0,0.7222222222222222,0.7276291216616805
retrained float32,noise_snr20db,42,test,171,0.9005847953216374,0.4166666666666667,0.7692307692307693,0.5405405405405406,0.5193291060840397
retrained int8,noise_snr20db,42,test,171,0.8888888888888888,0.38461538461538464,0.7692307692307693,0.5128205128205128,0.4930412055575889
retrained float32,noise_snr10db,42,test,171,0.8713450292397661,0.2857142857142857,0.46153846153846156,0.35294117647058826,0.2960325592165307
retrained int8,noise_snr10db,42,test,171,0.8654970760233918,0.2916666666666667,0.5384615384615384,0.3783783783783784,0.32875984183431695
retrained float32,noise_snr5db,42,test,171,0.8538011695906432,0.125,0.15384615384615385,0.13793103448275862,0.05937159801413693
retrained int8,noise_snr5db,42,test,171,0.8538011695906432,0.125,0.15384615384615385,0.13793103448275862,0.05937159801413693
retrained float32,clean,43,full,854,0.9824355971896955,0.8076923076923077,1.0,0.8936170212765957,0.8901549111402427
retrained int8,clean,43,full,854,0.9648711943793911,0.6774193548387096,1.0,0.8076923076923077,0.8072961606899921
retrained float32,noise_snr30db,43,full,854,0.9613583138173302,0.6704545454545454,0.9365079365079365,0.7814569536423841,0.7736966866075625
retrained int8,noise_snr30db,43,full,854,0.9344262295081968,0.5315315315315315,0.9365079365079365,0.6781609195402298,0.6768699964836815
retrained float32,noise_snr20db,43,full,854,0.8887587822014051,0.36666666666666664,0.6984126984126984,0.4808743169398907,0.4530599234178362
retrained int8,noise_snr20db,43,full,854,0.8758782201405152,0.34074074074074073,0.7301587301587301,0.46464646464646464,0.4425523586402567
retrained float32,noise_snr10db,43,full,854,0.8360655737704918,0.15315315315315314,0.2698412698412698,0.19540229885057472,0.11737945575414707
retrained int8,noise_snr10db,43,full,854,0.8231850117096019,0.15079365079365079,0.30158730158730157,0.20105820105820105,0.12258582768612905
retrained float32,noise_snr5db,43,full,854,0.8466042154566745,0.075,0.09523809523809523,0.08391608391608392,0.001512186288146356
retrained int8,noise_snr5db,43,full,854,0.84192037470726,0.08139534883720931,0.1111111111111111,0.09395973154362416,0.009761120517256744
retrained float32,clean,43,test,171,0.9941520467836257,0.9285714285714286,1.0,0.9629629629629629,0.9605698278695733
retrained int8,clean,43,test,171,0.9824561403508771,0.8125,1.0,0.896551724137931,0.8927893283469098
retrained float32,noise_snr30db,43,test,171,0.9766081871345029,0.7647058823529411,1.0,0.8666666666666667,0.8633343730917514
retrained int8,noise_snr30db,43,test,171,0.9532163742690059,0.6190476190476191,1.0,0.7647058823529411,0.7666181812380277
retrained float32,noise_snr20db,43,test,171,0.9122807017543859,0.45454545454545453,0.7692307692307693,0.5714285714285714,0.5487888702547163
retrained int8,noise_snr20db,43,test,171,0.9005847953216374,0.4166666666666667,0.7692307692307693,0.5405405405405406,0.5193291060840397
retrained float32,noise_snr10db,43,test,171,0.8596491228070176,0.23809523809523808,0.38461538461538464,0.29411764705882354,0.22880604178488828
