mode,variant,scope,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,n_seeds
retrained float32,clean,full,0.9824355971896954,0.0,0.8076923076923077,0.0,1.0,0.0,0.8936170212765957,0.0,0.8901549111402428,0.0,5
retrained int8,clean,full,0.9648711943793911,0.0,0.6774193548387096,0.0,1.0,0.0,0.8076923076923077,0.0,0.8072961606899922,0.0,5
retrained float32,noise_snr30db,full,0.9608899297423887,0.002428154725213983,0.6691278867261226,0.014161703693927961,0.9301587301587301,0.008694008849288384,0.7782967423098253,0.011781744401685362,0.7698741875683367,0.012193171141104396,5
retrained int8,noise_snr30db,full,0.9351288056206088,0.0015710079467211697,0.5343347443118086,0.006314933296193765,0.9396825396825397,0.007098628499999307,0.6812618474815748,0.006348993167664647,0.6802724896510594,0.006794945888366052,5
retrained float32,noise_snr20db,full,0.8857142857142858,0.0021271548155251574,0.3616174234034699,0.00591627253970584,0.7174603174603174,0.020695880651436998,0.48080772953680173,0.008348705536636018,0.45595269791832826,0.010866629680045885,5
retrained int8,noise_snr20db,full,0.8784543325526932,0.0017368146339802471,0.3482154882154882,0.005239991953524735,0.7428571428571429,0.013280317881493295,0.47415695415695414,0.007263523619394245,0.4537381662788295,0.009020286373732209,5
retrained float32,noise_snr10db,full,0.8355971896955504,0.00695711980211384,0.15786764937911313,0.015344330195024465,0.28253968253968254,0.020695880651436974,0.20250135577387027,0.017666924488873265,0.12532536531574373,0.02084440881687015,5
retrained int8,noise_snr10db,full,0.8274004683840749,0.0035709486374653297,0.16921497326630217,0.011317713606327348,0.34285714285714286,0.02656063576298652,0.22656968832588803,0.01576099707811879,0.15308877521526235,0.018852508419765057,5
retrained float32,noise_snr5db,full,0.846135831381733,0.00583133470631787,0.0748735210118319,0.009808200377904634,0.09523809523809523,0.01122391716169123,0.08378602872350156,0.010272210680407791,0.001192973261194844,0.01243196970437276,5
retrained int8,noise_snr5db,full,0.8416861826697893,0.003453836347483061,0.0869234635017481,0.004451216714112118,0.12063492063492062,0.008694008849288351,0.10100823532679196,0.005805917171958632,0.01701195755759826,0.005816852723216427,5
retrained float32,clean,test,0.9941520467836258,0.0,0.9285714285714286,0.0,1.0,0.0,0.962962962962963,0.0,0.9605698278695733,0.0,5
retrained int8,clean,test,0.982456140350877,0.0,0.8125,0.0,1.0,0.0,0.8965517241379309,0.0,0.8927893283469098,0.0,5
retrained float32,noise_snr30db,test,0.9742690058479532,0.005230568368420548,0.7486068111455108,0.03599861759442381,1.0,0.0,0.8558333333333333,0.02422406975624773,0.8529299831211183,0.023264923238752764,5
retrained int8,noise_snr30db,test,0.9450292397660819,0.005230568368420555,0.5811217767739507,0.023942689185032204,1.0,0.0,0.7348459383753501,0.01893323981875658,0.7391994297057635,0.0173679287878616,5
retrained float32,noise_snr20db,test,0.9064327485380117,0.008270254750719862,0.43614718614718617,0.027750825551857306,0.7692307692307693,0.0,0.5562570974335681,0.022326045149455014,0.5343429634899872,0.02133674476924987,5
retrained int8,noise_snr20db,test,0.8935672514619883,0.004892748693181748,0.3971794871794872,0.013335798588662405,0.7692307692307693,0.0,0.5237626290257869,0.011554170085317287,0.5034136225155182,0.010956025701717985,5
retrained float32,noise_snr10db,test,0.8654970760233919,0.005847953216374236,0.27241200828157347,0.02255832300522344,0.46153846153846156,0.05439282932204209,0.34234234234234234,0.031345055197986485,0.28491438871066554,0.03680104425963834,5
retrained int8,noise_snr10db,test,0.8619883040935672,0.005230568368420561,0.29420512820512823,0.01037012284072638,0.5846153846153845,0.06880209161537816,0.39080777416150736,0.022141933502419817,0.34718757938089057,0.0310122858957077,5
retrained float32,noise_snr5db,test,0.8608187134502924,0.010461136736841127,0.10266899766899766,0.03610779230009294,0.10769230769230771,0.04213250442347432,0.10469243400277883,0.038258089548786824,0.029670114630099043,0.04048169815688149,5
retrained int8,noise_snr5db,test,0.854970760233918,0.00640611178368611,0.1061904761904762,0.034722335600721924,0.12307692307692308,0.04213250442347432,0.11390257252326216,0.03780821166051924,0.03558417737810662,0.040422219264268006,5
