mode,variant,scope,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,n_seeds
retrained-wf float32,clean,full,0.9941451990632318,0.0,0.9264705882352942,0.0,1.0,0.0,0.9618320610687023,0.0,0.9594864581662822,0.0,5
retrained-wf int8,clean,full,0.977751756440281,0.0,0.7682926829268293,0.0,1.0,0.0,0.8689655172413794,0.0,0.8659319360378188,0.0,5
retrained-wf float32,noise_snr30db,full,0.9929742388758782,0.0,0.9253731343283583,0.0,0.984126984126984,0.0,0.9538461538461538,0.0,0.9505750033913902,0.0,5
retrained-wf int8,noise_snr30db,full,0.9573770491803278,0.004022380336608356,0.6349968318017136,0.021990269346603857,0.9968253968253968,0.007098628499999361,0.7755908851251185,0.0160671566519884,0.7768801015768831,0.01475010690252158,5
retrained-wf float32,noise_snr20db,full,0.9946135831381733,0.0015710079467211625,0.9371777476255089,0.012245543248161198,0.9936507936507937,0.008694008849288384,0.9645796064400717,0.01026715195154329,0.9621547817821317,0.011054154088452924,5
retrained-wf int8,noise_snr20db,full,0.9362997658079626,0.0010473386311474243,0.5367688711055163,0.004021771983768243,0.9968253968253968,0.007098628499999363,0.6977826476125807,0.004282761529820548,0.7057111734624518,0.004851367669140992,5
retrained-wf float32,noise_snr10db,full,0.9955503512880561,0.0012827226171081218,0.9486135754792471,0.012997412784273518,0.9936507936507937,0.008694008849288355,0.9705653697078116,0.008433867884282333,0.9684910977099342,0.009052437225346297,5
retrained-wf int8,noise_snr10db,full,0.9135831381733022,0.004172957770774109,0.46077423796352396,0.011898723899820026,1.0,0.0,0.6307901738939679,0.011182137589009402,0.646334004881697,0.009962900564995185,5
retrained-wf float32,noise_snr5db,full,0.9957845433255269,0.0026957527946654303,0.9870438921205711,0.02104015469495268,0.9555555555555555,0.020695880651436988,0.9709652035959809,0.018443232098266912,0.9688870187767797,0.019885415003739814,5
retrained-wf int8,noise_snr5db,full,0.91288056206089,0.009242429630290924,0.4594079730546235,0.025578639999967855,0.9936507936507937,0.014197256999998638,0.6279836913858684,0.024855741143172138,0.6425315387495638,0.02309933227930611,5
retrained-wf float32,clean,test,0.9941520467836258,0.0,0.9285714285714286,0.0,1.0,0.0,0.962962962962963,0.0,0.9605698278695733,0.0,5
retrained-wf int8,clean,test,0.9941520467836258,0.0,0.9285714285714286,0.0,1.0,0.0,0.962962962962963,0.0,0.9605698278695733,0.0,5
retrained-wf float32,noise_snr30db,test,0.9941520467836258,0.0,0.9285714285714286,0.0,1.0,0.0,0.962962962962963,0.0,0.9605698278695733,0.0,5
retrained-wf int8,noise_snr30db,test,0.968421052631579,0.005230568368420541,0.7079119367045064,0.03576173617555166,1.0,0.0,0.8285752688172042,0.024129357795419647,0.8267106693809272,0.023152852587841923,5
retrained-wf float32,noise_snr20db,test,0.9988304093567251,0.002615284184210342,0.9857142857142858,0.031943828249997,1.0,0.0,0.9925925925925926,0.0165634664999985,0.9921139655739146,0.01763370904963035,5
retrained-wf int8,noise_snr20db,test,0.9415204678362572,0.007162250709892331,0.5665631469979295,0.03161451956332004,1.0,0.0,0.7229111464405582,0.02532050344955245,0.7283346330457826,0.023164720591814854,5
retrained-wf float32,noise_snr10db,test,0.9964912280701753,0.0032030558918431,0.9571428571428571,0.039123039821797566,1.0,0.0,0.9777777777777776,0.020286020648339516,0.976341896721744,0.02159679472214621,5
retrained-wf int8,noise_snr10db,test,0.9134502923976608,0.013961796943056513,0.47038328301287147,0.040214391276177826,1.0,0.0,0.6389960488805162,0.03722844040578114,0.6526231025841838,0.033359968406265955,5
retrained-wf float32,noise_snr5db,test,0.9953216374269006,0.007624798134739974,0.9833333333333332,0.03726779962499651,0.9538461538461538,0.06880209161537813,0.968,0.05215361924162119,0.9658214069162565,0.055883723740603734,5
retrained-wf int8,noise_snr5db,test,0.9122807017543859,0.01983137421966456,0.4701135840809754,0.06049642866063782,1.0,0.0,0.6377595008508224,0.05475126755052679,0.6515967310488016,0.049206640258610615,5
