mode,snr_db,accuracy,precision,recall,f1,mcc,samples
PC float32,clean,1.0,1.0,1.0,1.0,1.0,171
PC int8,clean,1.0,1.0,1.0,1.0,1.0,171
PC float32,15 dB,0.9824561403508771,1.0,0.7692307692307693,0.8695652173913043,0.8688482471849771,171
PC int8,15 dB,0.9883040935672515,1.0,0.8461538461538461,0.9166666666666666,0.91409896787871,171
PC float32,0 dB,0.9415204678362573,1.0,0.23076923076923078,0.375,0.4658679716754169,171
PC int8,0 dB,0.9415204678362573,1.0,0.23076923076923078,0.375,0.4658679716754169,171
