mode,variant,scope,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,n_seeds
retrained float32,clean,full,0.9918032786885245,0.0,0.9375,0.0,0.9523809523809523,0.0,0.9448818897637794,0.0,0.9404886364662024,0.0,5
retrained int8,clean,full,0.990632318501171,0.0,0.9230769230769231,0.0,0.9523809523809523,0.0,0.9375,0.0,0.9325710805758775,0.0,5
retrained float32,noise_snr30db,full,0.9889929742388759,0.0006413613085540615,0.8702054794520547,0.006565167641329022,1.0,0.0,0.9305882352941177,0.0037588802966040755,0.9272842926236884,0.0038248242820312253,5
retrained int8,noise_snr30db,full,0.9843091334894613,0.0006413613085540433,0.8246411483253588,0.00589653470998381,1.0,0.0,0.9038848920863309,0.003546405048594618,0.9003690915498584,0.003537849429144211,5
retrained float32,noise_snr20db,full,0.930913348946136,0.0037029012414149624,0.5174000166986724,0.014050321389288394,0.9587301587301587,0.008694008849288379,0.672006562205602,0.012544428737486023,0.675263503874685,0.012171878599919412,5
retrained int8,noise_snr20db,full,0.9168618266978923,0.0030980694508953156,0.46954082041825673,0.009699856920306373,0.9746031746031745,0.00869400884928832,0.6337198693100601,0.009933515641886407,0.6437705237993583,0.010148622384507817,5
retrained float32,noise_snr10db,full,0.8629976580796253,0.006976800519796818,0.27610164683945343,0.019917988367440694,0.526984126984127,0.026082026547865116,0.362321426755574,0.02329675782619582,0.3132488803730079,0.026668270944477872,5
retrained int8,noise_snr10db,full,0.8590163934426229,0.004870406169340844,0.2859559252365008,0.0177200736576452,0.6095238095238095,0.0470869745212423,0.38923912160048213,0.02580244612623829,0.3506668231975122,0.032084827105486276,5
retrained float32,noise_snr5db,full,0.8587822014051522,0.0033735035810042104,0.09546868756605438,0.017723284277833134,0.10793650793650793,0.020695880651436977,0.10130736819368191,0.01907076030085366,0.02505688776114884,0.020609853698512304,5
retrained int8,noise_snr5db,full,0.8510538641686182,0.0038303108275868952,0.10757213454487487,0.0180923831374511,0.13968253968253969,0.023543487260621148,0.12152953290884325,0.020414868237492226,0.042090533569047885,0.022418158151737238,5
retrained float32,clean,test,0.9941520467836258,0.0,1.0,0.0,0.9230769230769231,0.0,0.96,0.0,0.95774287146261,0.0,5
retrained int8,clean,test,0.9941520467836258,0.0,1.0,0.0,0.9230769230769231,0.0,0.96,0.0,0.95774287146261,0.0,5
retrained float32,noise_snr30db,test,0.9976608187134502,0.0032030558918430953,0.9714285714285715,0.039123039821797545,1.0,0.0,0.9851851851851852,0.020286020648339505,0.9842279311478294,0.02159679472214621,5
retrained int8,noise_snr30db,test,0.9883040935672515,0.0,0.8666666666666668,0.0,1.0,0.0,0.9285714285714286,0.0,0.9250384870542661,0.0,5
retrained float32,noise_snr20db,test,0.9415204678362572,0.008270254750719868,0.5722785223929389,0.03912184475234671,0.9384615384615385,0.03440104580768905,0.7101307189542483,0.03025303741446567,0.7060949050435326,0.03016541090333707,5
retrained int8,noise_snr20db,test,0.9274853801169589,0.009785497386363452,0.512974358974359,0.033577679375862805,0.9846153846153847,0.03440104580768907,0.6743334427544954,0.03619713491272317,0.6812634289670668,0.03893556150864064,5
retrained float32,noise_snr10db,test,0.8842105263157893,0.008673916359176212,0.34832147562582344,0.02886809613458926,0.6,0.06435846357954426,0.44034498009730205,0.038232018428883366,0.3986757535434753,0.04499339918490182,5
retrained int8,noise_snr10db,test,0.8760233918128655,0.007624798134739945,0.3334067092327962,0.021261201200136644,0.6307692307692307,0.06435846357954426,0.43567701304543405,0.030189481508420914,0.39785467349133946,0.037338734632266904,5
retrained float32,noise_snr5db,test,0.8666666666666666,0.010461136736841124,0.11042735042735044,0.03411530726074755,0.10769230769230771,0.04213250442347432,0.10829170829170828,0.03721597181124968,0.036885850126279374,0.037956213631163846,5
retrained int8,noise_snr5db,test,0.8666666666666666,0.011248762609164544,0.1663919413919414,0.04645962793654856,0.18461538461538463,0.04213250442347432,0.17479825410859892,0.04410687122831702,0.10285072136754866,0.04972036684001113,5
