mode,snr_db,accuracy,precision,recall,f1,mcc,samples
PC float32,0 dB,0.9940476190476191,1.0,0.9,0.9473684210526315,0.9456953117370888,168
PC int8,0 dB,1.0,1.0,1.0,1.0,1.0,168
PC float32,-5 dB,0.9940476190476191,1.0,0.9,0.9473684210526315,0.9456953117370888,168
PC int8,-5 dB,0.9940476190476191,1.0,0.9,0.9473684210526315,0.9456953117370888,168
