mode,snr_db,accuracy,precision,recall,f1,mcc,samples
PC float32,0 dB,0.9880952380952381,1.0,0.8,0.8888888888888888,0.8888194417315589,168
PC int8,0 dB,0.9880952380952381,1.0,0.8,0.8888888888888888,0.8888194417315589,168
PC float32,-5 dB,0.9880952380952381,1.0,0.8,0.8888888888888888,0.8888194417315589,168
PC int8,-5 dB,0.9880952380952381,1.0,0.8,0.8888888888888888,0.8888194417315589,168
