mode,snr_db,accuracy,precision,recall,f1,mcc,samples
PC float32,0 dB,0.9464285714285714,1.0,0.1,0.18181818181818182,0.3075886513561802,168
PC int8,0 dB,0.9523809523809523,1.0,0.2,0.3333333333333333,0.43630430410796145,168
PC float32,-5 dB,0.9404761904761905,0.0,0.0,0.0,0.0,168
PC int8,-5 dB,0.9404761904761905,0.0,0.0,0.0,0.0,168
