mode,snr_db,accuracy,precision,recall,f1,mcc,samples
PC float32,clean,0.9523809523809523,0.5555555555555556,1.0,0.7142857142857143,0.7262411172176585,168
PC int8,clean,0.9285714285714286,0.45454545454545453,1.0,0.625,0.6480918260244637,168
PC float32,30 dB,0.9404761904761905,0.5,1.0,0.6666666666666666,0.6843642527044693,168
PC int8,30 dB,0.9345238095238095,0.47619047619047616,1.0,0.6451612903225806,0.6656109784878435,168
PC float32,20 dB,0.9166666666666666,0.4166666666666667,1.0,0.5882352941176471,0.6162360225133208,168
PC int8,20 dB,0.8928571428571429,0.35714285714285715,1.0,0.5263157894736842,0.5625439504630119,168
PC float32,10 dB,0.8571428571428571,0.29411764705882354,1.0,0.45454545454545453,0.49944123655481965,168
PC int8,10 dB,0.8392857142857143,0.2702702702702703,1.0,0.425531914893617,0.4733760073535718,168
PC float32,5 dB,0.8452380952380952,0.2777777777777778,1.0,0.43478260869565216,0.4817338586278976,168
PC int8,5 dB,0.8154761904761905,0.24390243902439024,1.0,0.39215686274509803,0.44277326366129616,168
