mode,snr_db,accuracy,precision,recall,f1,mcc,samples
PC float32,clean,0.9523809523809523,0.5555555555555556,1.0,0.7142857142857143,0.7262411172176585,168
PC int8,clean,0.9285714285714286,0.45454545454545453,1.0,0.625,0.6480918260244637,168
PC float32,30 dB,0.9345238095238095,0.47619047619047616,1.0,0.6451612903225806,0.6656109784878435,168
PC int8,30 dB,0.9226190476190477,0.43478260869565216,1.0,0.6060606060606061,0.6316718737457391,168
PC float32,20 dB,0.9107142857142857,0.4,1.0,0.5714285714285714,0.6016853965783915,168
PC int8,20 dB,0.8928571428571429,0.35714285714285715,1.0,0.5263157894736842,0.5625439504630119,168
PC float32,10 dB,0.8690476190476191,0.3125,1.0,0.47619047619047616,0.5186398960474906,168
PC int8,10 dB,0.8452380952380952,0.2777777777777778,1.0,0.43478260869565216,0.4817338586278976,168
PC float32,5 dB,0.8392857142857143,0.2702702702702703,1.0,0.425531914893617,0.4733760073535718,168
PC int8,5 dB,0.8214285714285714,0.25,1.0,0.4,0.4500351603704096,168
