mode,snr_db,accuracy,precision,recall,f1,mcc,samples
PC float32,clean,0.9523809523809523,0.5555555555555556,1.0,0.7142857142857143,0.7262411172176585,168
PC int8,clean,0.9285714285714286,0.45454545454545453,1.0,0.625,0.6480918260244637,168
PC float32,30 dB,0.9285714285714286,0.45454545454545453,1.0,0.625,0.6480918260244637,168
PC int8,30 dB,0.9285714285714286,0.45454545454545453,1.0,0.625,0.6480918260244637,168
PC float32,20 dB,0.9047619047619048,0.38461538461538464,1.0,0.5555555555555556,0.5879345127109069,168
PC int8,20 dB,0.8988095238095238,0.37037037037037035,1.0,0.5405405405405406,0.5749090309010053,168
PC float32,10 dB,0.8630952380952381,0.30303030303030304,1.0,0.46511627906976744,0.5088401486645687,168
PC int8,10 dB,0.8392857142857143,0.2702702702702703,1.0,0.425531914893617,0.4733760073535718,168
PC float32,5 dB,0.8214285714285714,0.25,1.0,0.4,0.4500351603704096,168
PC int8,5 dB,0.8095238095238095,0.23809523809523808,1.0,0.38461538461538464,0.4357446703305951,168
